STBIMPINDEX,STBIMPDATE,STBMAPID,STBSTATUS,STBGROUP,STBFORM,STBPAGE,STBITEM,STBFIELD,S_Amount,HKRTN,STBDrillAlias,STBDrillTable,STBDrillRef,STBBRANCH,S_TAVA_Ref
8420,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",131933.128977,"","","",150255,"","Part4-A1R6"
8472,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",126379.348992,"","","",150307,"","Part4-A2R3"
8327,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",2700000,"","","",150162,"","P1B-32"
8469,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",126749.600991,"","","",150304,"","Part4-A2R3"
8420,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",131933.128977,"","","",150255,"","Part4-A1R6"
7102,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",31200,"","","",270041,"","E14293"
7141,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",33400,"","","",270080,"","E14315"
7168,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",34900,"","","",270107,"","E14330"
7099,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",30800,"","","",270038,"","E14289"
8576,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",113543.94636,"","","",150411,"","Part4-A3R2"
8754,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",91575.661086,"","","",150589,"","Part4-B1R9"
12355,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",5185458.23308812,"","","",32128,"","944"
11096,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP8C8A","S_Amount",34700,"","","",310975,"","E14328"
8395,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",135512.231634,"","","",150230,"","Part4-A1R1"
8328,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",2800000,"","","",150163,"","P1B-32"
8472,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",126379.348992,"","","",150307,"","Part4-A2R3"
8657,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",103547.142387,"","","",150492,"","Part4-A4R3"
11936,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",30800,"","","",12400,"","E14289"
12413,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP4C172B","S_Amount",2592998.16633,"","","",32186,"","22405_valid"
9083,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",142300.184949,"","","",150918,"",""
8356,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",114300,"","","",150191,"",""
10847,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C101922","S_Amount",43714.4193486,"","","",310726,"","DS14434"
10847,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C192B2","S_Amount",43714.4193486,"","","",310726,"","DS14434"
7096,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP4C171C","S_Amount",27000,"","","",270035,"","EP2"
8766,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",90094.65309,"","","",150601,"","Part4-B1R11"
8763,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",90464.905089,"","","",150598,"","Part4-B1R11"
12398,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9A","S_Amount",0,"","","",32171,"","2649"
8775,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",88983.897093,"","","",150610,"","Part4-B1R12"
7128,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",33500,"","","",270067,"","E14316"
7129,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP5C221","S_Amount",33600,"","","",270068,"","E14317"
10496,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",10525538.637652,"","","",310375,"","930"
8360,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",113300,"","","",150195,"",""
9054,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",109718.009037,"","","",150889,"","Part4-A3R6"
10795,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C191B","S_Amount",139000,"","","",310674,"","C2D21"
11096,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C221","S_Amount",34700,"","","",310975,"","E14328"
11927,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP5C221","S_Amount",34100,"","","",12391,"","E14322"
7123,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8A","S_Amount",34700,"","","",270062,"","E14328"
8772,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",89354.149092,"","","",150607,"","Part4-B1R12"
8980,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",78370.006455,"","","",150815,"","Part4-B1R11"
8473,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",126255.931659,"","","",150308,"","Part4-A2R3"
8419,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",132179.963643,"","","",150254,"","Part4-A1R6"
8325,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",2500000,"","","",150160,"","P1B-32"
11858,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8A","S_Amount",0,"","","",12322,"","P1R18C1-50"
11855,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8A","S_Amount",0,"","","",12319,"","P1R18C1-47"
11884,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8A","S_Amount",0,"","","",12348,"","P1R18C1-53"
11813,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8A","S_Amount",0,"","","",12277,"","P1R18C1-38"
8575,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",113667.363693,"","","",150410,"","Part4-A3R2"
9086,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",144378.56842,"","","",150921,"",""
11091,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP5C191B","S_Amount",133000,"","","",310970,"","C2D24"
8776,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",88860.47976,"","","",150611,"","Part4-B1R12"
8314,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",1020000,"","","",150149,"","P1B-31"
8392,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",135882.483633,"","","",150227,"","Part4-A1R1"
8616,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",562783.03848,"","","",150451,"","Part4-A3R7"
8639,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",105768.654381,"","","",150474,"","Part4-A3R10"
8607,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",109718.009037,"","","",150442,"","Part4-A3R6"
8476,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",125885.67966,"","","",150311,"","Part4-A2R3"
8403,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",134401.475637,"","","",150238,"","Part4-A1R3"
8314,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9A","S_Amount",1020000,"","","",150149,"","P1B-31"
8397,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9A","S_Amount",135265.396968,"","","",150232,"","Part4-A1R1"
11614,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12078,"","P1R4C9"
8740,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",93303.503748,"","","",150575,"","Part4-B1R6"
7125,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",121000,"","","",270064,"","C2A15"
10819,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",133000,"","","",310698,"","C2A15"
7086,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",131000,"","","",270025,"","C2A14"
7069,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",99000,"","","",270008,"","C2A15"
7069,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",99000,"","","",270008,"","C2A15"
8585,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",112433.190363,"","","",150420,"","Part4-A3R4"
7071,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",87000,"","","",270010,"","C2A15"
8661,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",103053.473055,"","","",150496,"","Part4-A4R3"
8658,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",103423.725054,"","","",150493,"","Part4-A4R3"
11709,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12173,"","P1R18C1-15"
11856,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12320,"","P1R18C1-48"
11885,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12349,"","P1R18C1-54"
11608,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12072,"","P1R18C1-36"
7111,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8I","S_Amount",32300,"","","",270050,"","E14304"
11617,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12081,"","P1R2C5-1"
7125,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",121000,"","","",270064,"","C2A15"
8573,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",113914.198359,"","","",150408,"","Part4-A3R2"
8654,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",103917.394386,"","","",150489,"","Part4-A4R3"
8719,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",95895.267741,"","","",150554,"","Part4-B1R3"
11720,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12184,"","P1R8C1-33"
7066,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",105000,"","","",270005,"","C2A15"
11754,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12218,"","P1R5C9-5"
11725,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",0,"","","",12189,"","P1R18C1-22"
11907,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12371,"","P1R8C1-27"
11758,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12222,"","P1R8C1-39"
10827,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP11C10157","S_Amount",111000,"","","",310706,"","C2A15"
12462,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",26769.2195277,"","","",32235,"","C2A1A"
12457,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2670751.08612,"","","",32230,"","C2A1B"
12457,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2670751.08612,"","","",32230,"","C2A1B"
7064,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",91000,"","","",270003,"","C2A15"
7064,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",91000,"","","",270003,"","C2A15"
8585,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",112433.190363,"","","",150420,"","Part4-A3R4"
7068,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",101000,"","","",270007,"","C2A15"
8960,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",80838.353115,"","","",150795,"","Part4-A3R4"
12464,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2679390.29943,"","","",32237,"","C2A1A"
11699,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",2626320.84624,"","","",12163,"","GDA91A"
12438,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP8C8H","S_Amount",2626320.84624,"","","",32211,"","GDA91A"
12439,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP8C8H","S_Amount",2129000,"","","",32212,"","GDA91B"
12464,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2679390.29943,"","","",32237,"","C2A1A"
8960,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",80838.353115,"","","",150795,"","Part4-A3R4"
12465,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP11C10157","S_Amount",2680624.47276,"","","",32238,"","C2A1A"
12465,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2680624.47276,"","","",32238,"","C2A1A"
7095,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8G","S_Amount",30500,"","","",270034,"","E14286"
11939,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8H","S_Amount",31100,"","","",12403,"","E14292"
7102,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP8C8H","S_Amount",31200,"","","",270041,"","E14293"
11588,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12052,"","P1R1C5"
11948,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",31900,"","","",12412,"","E14300"
7126,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",119000,"","","",270065,"","C2A15"
7065,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP11C10157","S_Amount",89000,"","","",270004,"","C2A15"
8587,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",112186.355697,"","","",150422,"","Part4-A3R4"
7153,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",117000,"","","",270092,"","C2A15"
11554,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12018,"","P1R5C5-1"
11665,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12129,"","P1R8C1-48"
11668,11/9/2016 4:45:08 PM,9122,"A","0001","S","","SP8C8I","S_Amount",0,"","","",12132,"","P1R8C1-51"
8709,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",97129.441071,"","","",150544,"","Part4-B1R1"
8746,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",92562.99975,"","","",150581,"","Part4-B1R8"
10747,11/9/2016 4:45:03 PM,9143,"A","0001","S","","SP10C9C","S_Amount",7370140.78282699,"","","",310626,"","2619"
8589,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",111939.521031,"","","",150424,"","Part4-A3R4"
7154,11/9/2016 4:44:29 PM,9129,"A","0001","S","","SP10C9C","S_Amount",115000,"","","",270093,"","C2A15"
12456,11/9/2016 4:45:10 PM,9164,"A","0001","S","","SP10C9C","S_Amount",2669516.91279,"","","",32229,"","C2A1B"
8923,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150758,"","Part4-A3R3"
8837,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150672,"","Part4-A1R5"
8925,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150760,"","Part4-A3R3"
8856,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150691,"","Part4-A1R5"
8915,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150750,"","Part4-A2R4"
9065,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150900,"","Part4-A3R3"
8817,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150652,"","Part4-B2R5"
8818,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150653,"","Part4-B2R5"
8926,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150761,"","Part4-A3R3"
8927,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150762,"","Part4-A3R3"
8928,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150763,"","Part4-A3R3"
8847,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150682,"","Part4-A2R4"
8848,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150683,"","Part4-A2R4"
8858,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150693,"","Part4-A2R4"
8812,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150647,"","Part4-B2R5"
8838,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150673,"","Part4-A1R5"
8917,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150752,"","Part4-A2R4"
8897,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150732,"","Part4-A4R4"
8898,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150733,"","Part4-A4R4"
8929,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150764,"","Part4-A3R3"
8886,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150721,"","Part4-A3R3"
8887,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150722,"","Part4-A3R3"
8849,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150684,"","Part4-A1R5"
8934,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150769,"","Part4-A4R4"
8839,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150674,"","Part4-A1R5"
8899,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150734,"","Part4-A4R4"
8889,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150724,"","Part4-A3R3"
8937,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150772,"","Part4-A4R4"
8985,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150820,"","Part4-B2R3"
8903,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150738,"","Part4-A1R5"
8892,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150727,"","Part4-A3R3"
8986,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150821,"","Part4-B2R5"
8893,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150728,"","Part4-A3R3"
8819,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150654,"","Part4-B2R5"
8788,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150623,"","Part4-B2R1"
8789,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150624,"","Part4-B2R2"
8792,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150627,"","Part4-B2R2"
8793,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150628,"","Part4-B2R2"
8794,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150629,"","Part4-B2R2"
8795,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150630,"","Part4-B2R2"
8828,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150663,"","Part4-B2R5"
8840,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150675,"","Part4-A2R4"
8841,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150676,"","Part4-A2R4"
8842,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150677,"","Part4-A2R4"
8796,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150631,"","Part4-B2R2"
8827,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150662,"","Part4-B2R5"
8829,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150664,"","Part4-B2R5"
8830,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150665,"","Part4-B2R5"
8824,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150659,"","Part4-B2R5"
8825,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150660,"","Part4-B2R5"
8790,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150625,"","Part4-B2R2"
8791,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150626,"","Part4-B2R2"
8826,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150661,"","Part4-B2R5"
8922,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150757,"","Part4-A3R3"
8786,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150621,"","Part4-B2R1"
8894,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150729,"","Part4-A4R4"
8923,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150758,"","Part4-A3R3"
8925,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150760,"","Part4-A3R3"
8808,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150643,"","Part4-B2R3"
8810,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150645,"","Part4-B2R5"
8991,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150826,"","Part4-A1R5"
8895,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150730,"","Part4-A4R4"
8998,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150833,"","Part4-A2R4"
9000,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150835,"","Part4-A4R4"
8787,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150622,"","Part4-B2R1"
8914,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150749,"","Part4-A2R4"
8916,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150751,"","Part4-A2R4"
9062,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150897,"","Part4-A3R3"
8811,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150646,"","Part4-B2R5"
9063,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150898,"","Part4-A3R3"
9064,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150899,"","Part4-A3R3"
9066,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150901,"","Part4-A4R4"
8982,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150817,"","Part4-B2R1"
8900,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150735,"","Part4-A4R4"
8888,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150723,"","Part4-A3R3"
8935,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150770,"","Part4-A4R4"
8936,11/9/2016 4:44:54 PM,9144,"A","0001","S","","SP10C9C","S_Amount",0,"","","",150771,"","Part4-A4R4"
8983,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150818,"","Part4-B2R2"
8984,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150819,"","Part4-B2R3"
8901,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150736,"","Part4-A4R4"
8902,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150737,"","Part4-A4R4"
8890,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150725,"","Part4-A3R3"
8891,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150726,"","Part4-A3R3"
8851,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150686,"","Part4-A1R5"
8852,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150687,"","Part4-A1R5"
8836,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150671,"","Part4-A1R5"
8922,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150757,"","Part4-A3R3"
8853,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150688,"","Part4-A1R5"
8854,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150689,"","Part4-A1R5"
8913,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150748,"","Part4-A2R4"
8924,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150759,"","Part4-A3R3"
8855,11/9/2016 4:44:54 PM,9144,"A","0015","S","","SP10C9C","S_Amount",0,"","","",150690,"","Part4-A1R5"
